,PO / SO #,ASN/DN #,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
9741,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,0.29
9742,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,215.66
9743,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,14.0,1284.7,0.77
9744,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,40.0,4100.0,2.18
9745,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,58.0,1551.0,7.83
9746,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,39.0,30.49,1.16
9747,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,5.35
9748,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,5445.73,560.3
9749,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,4486.01,392.74
9750,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,825.0,5137.06,57.01
9751,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,885.53
9752,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,1523.62
9753,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,2290.32
9754,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,441.01
9755,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,0.25
9756,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,4227.0,2259.81,368.38
9757,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,3522.0,14985.96,272.1
9758,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2438.0,5236.92,142.24
9759,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,76.57
9760,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,4800.0,10982.2,208.15
9761,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,35.0,42.35,3.73
9762,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1347.0,14522.43,86.04
9763,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,695.99
9764,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,0.23
9765,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,844.84
9766,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,23.36
9767,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,206.33
9768,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,365.0,2436.32,42.05
9769,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,235.0,814.06,36.14
9770,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,16.0,919.81,0.74
9771,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1939.32
9772,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,39.87
9773,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1938.17
9774,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,350.16
9775,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,9.75
9776,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,15.82
9777,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,36.57
9778,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,606.39
9779,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,35.0,638.65,1.19
9780,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,254.09
9781,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,5192.68,293.39
9782,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,2356.0,2151.27,211.93
9783,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,Yes,767.0,3963.0,20.28
9784,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,89.39
9785,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2345.0,2456.74,352.64
9786,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,5.59
9787,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,21149.81,725.07
9788,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,7.8
9789,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,21.0,22007.39,434.46
9790,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2130.0,6700.42,96.54
9791,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,22.73
9792,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,514.0,898.0,21.73
9793,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,12.81
9794,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,84.33
9795,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1920.0,5055.8,77.1
9796,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,24.75
9797,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,149.34
9799,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,2375.0,6819.95,62.31
9800,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,4.0
9801,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,299.8
9802,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2932.0,8936.06,233.41
9803,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,163.9
9804,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,60.74
9805,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,1460.21
9806,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,127.35
9807,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,719.52
9808,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,7921.0,5.03
9809,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,443.82
9810,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,16.84
9811,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1790.0,2042.6,153.48
9812,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,15.7
9813,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,995.79
9815,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,5930.22
9816,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,0.25
9817,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,4.91
9818,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,18.45
9819,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,0.0,400.73
9820,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,0.01
9821,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,4.35
9823,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,2880.98
9824,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,8.18
9825,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,117.42
9826,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,251.37
9827,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,5479.13
9828,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,1190.42
9829,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,1332.2
9830,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,587.19
9831,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,1415.25
9832,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,3322.0,21533.88,289.63
9833,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,35.99
9834,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,294.77
9835,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,368.64
9836,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,230.35
9837,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,25.0,149.65,1.61
9838,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,622.0,4958.0,36.8
9839,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,3595.0,0.0,41.36
9840,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,26.64
9841,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,4.04
9842,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,2.0,714.34,0.22
9843,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,0.13
9844,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,4.63
9845,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,0.18
9846,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,Yes,445.0,9341.49,4.52
9847,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,26.82
9848,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,113.82
9849,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,345.12
9850,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,688.0,1211.48,7.45
9851,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,179.0,2196.29,42.14
9852,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,7231.0,284.59
9853,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,31.36
9854,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2773.0,6355.08,524.77
9855,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1084.0,11637.65,205.16
9856,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,216.0,2064.42,31.15
9857,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,23.72
9858,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,2.27
9859,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,4162.0,9939.38,595.84
9860,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,425.0,2978.5,42.09
9861,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,7.38
9862,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,769.69
9863,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,No,0.0,0.0,3.92
9864,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,157.0,1601.5,10.0
9865,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,843.0,6470.51,159.66
9866,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2804.0,5050.8,370.0
9867,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,40.0,12016.69,6.42
9868,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,0.64
9869,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,394.0,1083.3,24.42
9870,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,41.0,1152.14,10.98
9872,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,3325.0,3379.64,895.61
9873,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,56.0,3688.33,2.79
9874,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,13.93
9875,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,13.93
9876,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,177.0,6036.96,11.62
9877,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1517.0,6036.96,359.9
9878,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,41.66
9879,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1401.0,4764.16,182.38
9880,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,9.82
9881,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,4.0,31849.010000000002,0.34
9882,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,168.0,1905.63,43.12
9883,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,380.0,0.0,23.24
9884,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,890.0,0.0,183.44
9885,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,4.0,0.0,0.19
9886,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,855.0,0.0,149.28
9887,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,859.0,0.0,203.46
9888,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,2.0,0.0,0.21
9889,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,264.0,0.0,80.85
9891,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,Yes,119.0,0.0,21.71
9892,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,393.0,1694.0,73.76
9893,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,51.0,1702.92,13.5
9894,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,699.0,3952.34,19.54
9895,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,20.77
9896,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1070.65
9897,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1082.0,9736.1,125.35
9898,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,30.0,9736.1,3.44
9899,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,63.55
9900,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,78.35
9901,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,5701.0,9736.1,2233.27
9902,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1210.0,9736.1,474.14
9903,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,329.0,9736.1,128.84
9904,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,9736.1,2764.84
9905,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1456.0,25493.03,151.4
9906,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,549.0,9736.1,57.35
9907,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,829.96
9908,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,328.04
9909,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,325.26
9910,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,28.0,2677.09,8.04
9911,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,7.79
9912,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,11054.56,1716.96
9913,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,611.0,17117.51,56.72
9914,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,108.0,5121.68,59.51
9915,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6002.0,0.0,1236.9
9916,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,56.58
9917,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,857.0,0.0,99.18
9918,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,3.0,0.0,0.34
9919,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,165.0,0.0,48.51
9920,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,0.7
9921,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,608.0,6147.18,120.95
9922,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,141.88
9923,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,5366.0,6147.18,985.76
9924,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,20.35
9925,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,5896.0,6147.18,1659.36
9926,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,900.0,6147.18,253.33
9927,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,225.0,6147.18,63.33
9928,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,224.0,6147.18,41.12
9929,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,230.91
9930,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,2.79
9931,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,62.22
9932,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,8.24
9933,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,1814.27
9934,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,668.0,2633.57,113.66
9935,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,497.21
9936,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,842.0,8815.65,132.6
9937,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,428.56
9938,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,250.18
9939,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1728.37
9940,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,0.34
9941,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,4.77
9942,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,2.47
9943,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,78.67
9944,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,457.18
9945,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,20.6
9946,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,3127.0,8109.92,289.23
9947,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,1.44
9948,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,39.35
9949,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,39.03
9950,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,39.83
9951,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,3934.0,20264.93,192.74
9952,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,61.31
9953,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,12239.88,2905.23
9954,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1656.67
9955,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,1505.95
9956,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,61.28
9957,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,7826.75,575.93
9958,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,225.72
9959,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,1.69
9960,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,294.0,2894.0,65.81
9961,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,100.08
9962,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6206.0,13411.32,573.5
9963,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,3.74
9964,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,478.52
9965,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,11.99
9966,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,191.05
9967,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,1431.67
9968,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,19.02
9969,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1583.0,8098.12,541.37
9970,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,794.0,8758.36,8.76
9971,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,8.43
9972,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,270.58
9973,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,2.62
9974,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,524.37
9975,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,58.0,5596.5,4.14
9976,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,260.18
9977,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,193.36
9978,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,3272.0,12601.07,986.04
9979,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1012.0,12601.07,81.5
9980,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,13.2
9981,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2068.0,3936.86,167.15
9982,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,59.13
9983,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,43.49
9984,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,202.98
9985,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,183.26
9986,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,1617.24
9987,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,3637.0,9499.46,29.7
9988,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1237.0,13398.06,71.96
